wateryear,wateryear,flow.m3.s,day,month,season
2,2004-05,10.363656,187,April,spring
2,2004-05,10.05218,188,April,spring
2,2004-05,10.108812,189,April,spring
2,2004-05,10.76008,190,April,spring
2,2004-05,10.278708,191,April,spring
2,2004-05,9.995548,192,April,spring
2,2004-05,11.213136,193,April,spring
2,2004-05,10.646816,194,April,spring
2,2004-05,10.19376,195,April,spring
2,2004-05,9.542492,196,April,spring
2,2004-05,9.570808,197,April,spring
2,2004-05,13.478416,198,April,spring
2,2004-05,13.081992,199,April,spring
2,2004-05,11.949352,200,April,spring
2,2004-05,11.128188,201,April,spring
2,2004-05,10.6185,202,April,spring
2,2004-05,10.19376,203,April,spring
2,2004-05,9.9106,204,April,spring
2,2004-05,9.712388,205,April,spring
2,2004-05,10.108812,206,April,spring
2,2004-05,9.570808,207,April,spring
2,2004-05,9.34428,208,April,spring
2,2004-05,9.287648,209,April,spring
2,2004-05,10.023864,210,April,spring
2,2004-05,10.222076,211,April,spring
2,2004-05,10.448604,212,April,spring
2,2004-05,10.137128,213,May,spring
2,2004-05,10.023864,214,May,spring
2,2004-05,9.967232,215,May,spring
2,2004-05,9.9106,216,May,spring
2,2004-05,9.9106,217,May,spring
2,2004-05,9.797336,218,May,spring
2,2004-05,9.684072,219,May,spring
2,2004-05,9.62744,220,May,spring
2,2004-05,9.938916,221,May,spring
2,2004-05,12.17588,222,May,spring
2,2004-05,10.873344,223,May,spring
2,2004-05,10.448604,224,May,spring
2,2004-05,9.570808,225,May,spring
2,2004-05,9.429228,226,May,spring
2,2004-05,10.391972,227,May,spring
2,2004-05,11.921036,228,May,spring
2,2004-05,11.496296,229,May,spring
2,2004-05,11.156504,230,May,spring
2,2004-05,10.788396,231,May,spring
2,2004-05,10.703448,232,May,spring
2,2004-05,10.845028,233,May,spring
2,2004-05,10.816712,234,May,spring
2,2004-05,10.391972,235,May,spring
2,2004-05,10.080496,236,May,spring
2,2004-05,9.882284,237,May,spring
2,2004-05,9.853968,238,May,spring
2,2004-05,10.391972,239,May,spring
2,2004-05,10.33534,240,May,spring
2,2004-05,10.307024,241,May,spring
2,2004-05,10.278708,242,May,spring
2,2004-05,10.448604,243,May,spring
2,2004-05,10.845028,244,June,summer
2,2004-05,11.383032,245,June,summer
2,2004-05,11.213136,246,June,summer
2,2004-05,10.873344,247,June,summer
2,2004-05,10.788396,248,June,summer
2,2004-05,10.788396,249,June,summer
2,2004-05,10.6185,250,June,summer
2,2004-05,10.986608,251,June,summer
2,2004-05,10.675132,252,June,summer
2,2004-05,10.505236,253,June,summer
2,2004-05,10.816712,254,June,summer
2,2004-05,11.383032,255,June,summer
2,2004-05,11.269768,256,June,summer
2,2004-05,11.014924,257,June,summer
2,2004-05,10.958292,258,June,summer
2,2004-05,10.363656,259,June,summer
2,2004-05,10.448604,260,June,summer
2,2004-05,9.740704,261,June,summer
2,2004-05,9.514176,262,June,summer
2,2004-05,9.34428,263,June,summer
2,2004-05,9.231016,264,June,summer
2,2004-05,9.514176,265,June,summer
2,2004-05,9.62744,266,June,summer
2,2004-05,9.315964,267,June,summer
2,2004-05,9.146068,268,June,summer
2,2004-05,9.117752,269,June,summer
2,2004-05,9.259332,270,June,summer
2,2004-05,9.259332,271,June,summer
2,2004-05,9.089436,272,June,summer
2,2004-05,8.891224,273,June,summer
2,2004-05,8.862908,274,July,summer
2,2004-05,8.834592,275,July,summer
2,2004-05,8.721328,276,July,summer
2,2004-05,8.579748,277,July,summer
2,2004-05,8.63638,278,July,summer
2,2004-05,11.099872,279,July,summer
2,2004-05,10.05218,280,July,summer
2,2004-05,10.307024,281,July,summer
2,2004-05,11.439664,282,July,summer
2,2004-05,10.703448,283,July,summer
2,2004-05,10.363656,284,July,summer
2,2004-05,10.19376,285,July,summer
2,2004-05,9.967232,286,July,summer
2,2004-05,9.76902,287,July,summer
2,2004-05,9.599124,288,July,summer
2,2004-05,9.599124,289,July,summer
2,2004-05,9.429228,290,July,summer
2,2004-05,9.315964,291,July,summer
2,2004-05,9.117752,292,July,summer
2,2004-05,9.089436,293,July,summer
2,2004-05,9.004488,294,July,summer
2,2004-05,9.174384,295,July,summer
2,2004-05,9.004488,296,July,summer
2,2004-05,8.891224,297,July,summer
2,2004-05,8.862908,298,July,summer
2,2004-05,8.693012,299,July,summer
2,2004-05,8.693012,300,July,summer
2,2004-05,8.693012,301,July,summer
2,2004-05,8.608064,302,July,summer
2,2004-05,8.579748,303,July,summer
2,2004-05,8.4948,304,July,summer
2,2004-05,8.4948,305,Aug,summer
2,2004-05,8.4948,306,Aug,summer
2,2004-05,8.466484,307,Aug,summer
2,2004-05,8.438168,308,Aug,summer
2,2004-05,8.4948,309,Aug,summer
2,2004-05,8.4948,310,Aug,summer
2,2004-05,8.466484,311,Aug,summer
2,2004-05,8.381536,312,Aug,summer
2,2004-05,8.296588,313,Aug,summer
2,2004-05,8.296588,314,Aug,summer
2,2004-05,8.239956,315,Aug,summer
2,2004-05,7.758584,316,Aug,summer
2,2004-05,7.701952,317,Aug,summer
2,2004-05,7.673636,318,Aug,summer
2,2004-05,7.588688,319,Aug,summer
2,2004-05,7.588688,320,Aug,summer
2,2004-05,7.701952,321,Aug,summer
2,2004-05,7.758584,322,Aug,summer
2,2004-05,7.7869,323,Aug,summer
2,2004-05,7.758584,324,Aug,summer
2,2004-05,7.701952,325,Aug,summer
2,2004-05,7.701952,326,Aug,summer
2,2004-05,7.701952,327,Aug,summer
2,2004-05,7.673636,328,Aug,summer
2,2004-05,7.617004,329,Aug,summer
2,2004-05,7.588688,330,Aug,summer
2,2004-05,7.50374,331,Aug,summer
2,2004-05,7.50374,332,Aug,summer
2,2004-05,7.7869,333,Aug,summer
2,2004-05,8.296588,334,Aug,summer
2,2004-05,7.673636,335,Aug,summer
2,2004-05,7.532056,336,Sept,fall
2,2004-05,7.50374,337,Sept,fall
2,2004-05,7.418792,338,Sept,fall
2,2004-05,7.447108,339,Sept,fall
2,2004-05,7.673636,340,Sept,fall
2,2004-05,7.560372,341,Sept,fall
2,2004-05,7.50374,342,Sept,fall
2,2004-05,7.475424,343,Sept,fall
2,2004-05,7.475424,344,Sept,fall
2,2004-05,9.06112,345,Sept,fall
2,2004-05,8.013428,346,Sept,fall
2,2004-05,7.64532,347,Sept,fall
2,2004-05,7.50374,348,Sept,fall
2,2004-05,7.447108,349,Sept,fall
2,2004-05,7.135632,350,Sept,fall
2,2004-05,7.135632,351,Sept,fall
2,2004-05,7.107316,352,Sept,fall
2,2004-05,7.050684,353,Sept,fall
2,2004-05,7.022368,354,Sept,fall
2,2004-05,6.965736,355,Sept,fall
2,2004-05,7.532056,356,Sept,fall
2,2004-05,7.956796,357,Sept,fall
2,2004-05,8.862908,358,Sept,fall
2,2004-05,8.976172,359,Sept,fall
2,2004-05,8.976172,360,Sept,fall
2,2004-05,8.91954,361,Sept,fall
2,2004-05,9.599124,362,Sept,fall
2,2004-05,10.929976,363,Sept,fall
2,2004-05,11.383032,364,Sept,fall
2,2004-05,15.403904,365,Sept,fall
3,2005-06,11.18482,1,Oct,fall
3,2005-06,9.599124,2,Oct,fall
3,2005-06,9.372596,3,Oct,fall
3,2005-06,9.2027,4,Oct,fall
3,2005-06,9.400912,5,Oct,fall
3,2005-06,9.882284,6,Oct,fall
3,2005-06,13.563364,7,Oct,fall
3,2005-06,13.195256,8,Oct,fall
3,2005-06,13.081992,9,Oct,fall
3,2005-06,12.912096,10,Oct,fall
3,2005-06,12.912096,11,Oct,fall
3,2005-06,12.855464,12,Oct,fall
3,2005-06,12.827148,13,Oct,fall
3,2005-06,11.75114,14,Oct,fall
3,2005-06,12.005984,15,Oct,fall
3,2005-06,11.807772,16,Oct,fall
3,2005-06,11.977668,17,Oct,fall
3,2005-06,13.138624,18,Oct,fall
3,2005-06,13.4501,19,Oct,fall
3,2005-06,15.205692,20,Oct,fall
3,2005-06,15.517168,21,Oct,fall
3,2005-06,16.055172,22,Oct,fall
3,2005-06,15.99854,23,Oct,fall
3,2005-06,16.14012,24,Oct,fall
3,2005-06,16.083488,25,Oct,fall
3,2005-06,16.253384,26,Oct,fall
3,2005-06,16.026856,27,Oct,fall
3,2005-06,16.225068,28,Oct,fall
3,2005-06,16.42328,29,Oct,fall
3,2005-06,15.99854,30,Oct,fall
3,2005-06,16.338332,31,Oct,fall
3,2005-06,17.867396,32,Nov,fall
3,2005-06,18.518664,33,Nov,fall
3,2005-06,15.14906,34,Nov,fall
3,2005-06,15.00748,35,Nov,fall
3,2005-06,16.649808,36,Nov,fall
3,2005-06,19.53804,37,Nov,fall
3,2005-06,15.885276,38,Nov,fall
3,2005-06,14.186316,39,Nov,fall
3,2005-06,31.43076,40,Nov,fall
3,2005-06,39.6424,41,Nov,fall
3,2005-06,39.07608,42,Nov,fall
3,2005-06,35.96132,43,Nov,fall
3,2005-06,40.49188,44,Nov,fall
3,2005-06,38.79292,45,Nov,fall
3,2005-06,42.19084,46,Nov,fall
3,2005-06,43.32348,47,Nov,fall
3,2005-06,40.49188,48,Nov,fall
3,2005-06,32.84656,49,Nov,fall
3,2005-06,25.314504,50,Nov,fall
3,2005-06,24.040284,51,Nov,fall
3,2005-06,23.275752,52,Nov,fall
3,2005-06,20.274256,53,Nov,fall
3,2005-06,19.934464,54,Nov,fall
3,2005-06,19.764568,55,Nov,fall
3,2005-06,21.548476,56,Nov,fall
3,2005-06,21.237,57,Nov,fall
3,2005-06,20.330888,58,Nov,fall
3,2005-06,19.53804,59,Nov,fall
3,2005-06,16.253384,60,Nov,fall
3,2005-06,13.053676,61,Nov,fall
3,2005-06,12.572304,62,Dec,winter
3,2005-06,12.17588,63,Dec,winter
3,2005-06,10.929976,64,Dec,winter
3,2005-06,10.646816,65,Dec,winter
3,2005-06,10.845028,66,Dec,winter
3,2005-06,11.581244,67,Dec,winter
3,2005-06,12.005984,68,Dec,winter
3,2005-06,11.836088,69,Dec,winter
3,2005-06,12.090932,70,Dec,winter
3,2005-06,12.912096,71,Dec,winter
3,2005-06,12.968728,72,Dec,winter
3,2005-06,12.997044,73,Dec,winter
3,2005-06,12.940412,74,Dec,winter
3,2005-06,12.827148,75,Dec,winter
3,2005-06,12.657252,76,Dec,winter
3,2005-06,12.628936,77,Dec,winter
3,2005-06,12.60062,78,Dec,winter
3,2005-06,11.949352,79,Dec,winter
3,2005-06,12.60062,80,Dec,winter
3,2005-06,13.478416,81,Dec,winter
3,2005-06,15.545484,82,Dec,winter
3,2005-06,17.41434,83,Dec,winter
3,2005-06,17.187812,84,Dec,winter
3,2005-06,23.955336,85,Dec,winter
3,2005-06,19.198248,86,Dec,winter
3,2005-06,24.35176,87,Dec,winter
3,2005-06,26.61704,88,Dec,winter
3,2005-06,27.438204,89,Dec,winter
3,2005-06,26.9002,90,Dec,winter
3,2005-06,27.098412,91,Dec,winter
3,2005-06,31.43076,92,Dec,winter
3,2005-06,35.395,93,Jan,winter
3,2005-06,33.41288,94,Jan,winter
3,2005-06,33.12972,95,Jan,winter
3,2005-06,35.395,96,Jan,winter
3,2005-06,34.82868,97,Jan,winter
3,2005-06,28.88232,98,Jan,winter
3,2005-06,30.29812,99,Jan,winter
3,2005-06,30.58128,100,Jan,winter
3,2005-06,39.07608,101,Jan,winter
3,2005-06,56.06568,102,Jan,winter
3,2005-06,73.33844,103,Jan,winter
3,2005-06,71.92264,104,Jan,winter
3,2005-06,79.00164,105,Jan,winter
3,2005-06,79.56796,106,Jan,winter
3,2005-06,70.50684,107,Jan,winter
3,2005-06,56.91516,108,Jan,winter
3,2005-06,68.80788,109,Jan,winter
3,2005-06,63.14468,110,Jan,winter
3,2005-06,58.0478,111,Jan,winter
3,2005-06,58.61412,112,Jan,winter
3,2005-06,57.76464,113,Jan,winter
3,2005-06,56.632,114,Jan,winter
3,2005-06,54.64988,115,Jan,winter
3,2005-06,49.553,116,Jan,winter
3,2005-06,44.17296,117,Jan,winter
3,2005-06,41.34136,118,Jan,winter
3,2005-06,40.49188,119,Jan,winter
3,2005-06,41.34136,120,Jan,winter
3,2005-06,39.07608,121,Jan,winter
3,2005-06,44.73928,122,Jan,winter
3,2005-06,40.20872,123,Jan,winter
3,2005-06,38.2266,124,Feb,winter
3,2005-06,37.09396,125,Feb,winter
3,2005-06,36.52764,126,Feb,winter
3,2005-06,35.96132,127,Feb,winter
3,2005-06,36.8108,128,Feb,winter
3,2005-06,41.62452,129,Feb,winter
3,2005-06,40.20872,130,Feb,winter
3,2005-06,40.49188,131,Feb,winter
3,2005-06,41.62452,132,Feb,winter
3,2005-06,43.60664,133,Feb,winter
3,2005-06,42.19084,134,Feb,winter
3,2005-06,37.37712,135,Feb,winter
3,2005-06,34.26236,136,Feb,winter
3,2005-06,29.44864,137,Feb,winter
3,2005-06,25.456084,138,Feb,winter
3,2005-06,21.9449,139,Feb,winter
3,2005-06,19.849516,140,Feb,winter
3,2005-06,19.453092,141,Feb,winter
3,2005-06,19.198248,142,Feb,winter
3,2005-06,18.943404,143,Feb,winter
3,2005-06,17.074548,144,Feb,winter
3,2005-06,17.301076,145,Feb,winter
3,2005-06,19.028352,146,Feb,winter
3,2005-06,18.008976,147,Feb,winter
3,2005-06,17.159496,148,Feb,winter
3,2005-06,16.84802,149,Feb,winter
3,2005-06,17.725816,150,Feb,winter
3,2005-06,19.368144,151,Feb,winter
3,2005-06,19.707936,152,March,spring
3,2005-06,19.651304,153,March,spring
3,2005-06,19.198248,154,March,spring
3,2005-06,18.773508,155,March,spring
3,2005-06,18.348768,156,March,spring
3,2005-06,18.178872,157,March,spring
3,2005-06,18.235504,158,March,spring
3,2005-06,18.97172,159,March,spring
3,2005-06,19.849516,160,March,spring
3,2005-06,23.728808,161,March,spring
3,2005-06,25.994088,162,March,spring
3,2005-06,25.824192,163,March,spring
3,2005-06,22.08648,164,March,spring
3,2005-06,19.226564,165,March,spring
3,2005-06,16.678124,166,March,spring
3,2005-06,16.168436,167,March,spring
3,2005-06,15.177376,168,March,spring
3,2005-06,15.43222,169,March,spring
3,2005-06,14.979164,170,March,spring
3,2005-06,14.58274,171,March,spring
3,2005-06,14.469476,172,March,spring
3,2005-06,14.497792,173,March,spring
3,2005-06,14.327896,174,March,spring
3,2005-06,14.29958,175,March,spring
3,2005-06,14.158,176,March,spring
3,2005-06,14.101368,177,March,spring
3,2005-06,13.818208,178,March,spring
3,2005-06,14.01642,179,March,spring
3,2005-06,13.846524,180,March,spring
3,2005-06,13.73326,181,March,spring
3,2005-06,13.931472,182,March,spring
3,2005-06,15.5738,183,April,spring
3,2005-06,15.630432,184,April,spring
3,2005-06,15.14906,185,April,spring
3,2005-06,15.772012,186,April,spring
3,2005-06,15.488852,187,April,spring
3,2005-06,15.630432,188,April,spring
3,2005-06,16.026856,189,April,spring
3,2005-06,16.56486,190,April,spring
3,2005-06,17.017916,191,April,spring
3,2005-06,16.56486,192,April,spring
3,2005-06,16.394964,193,April,spring
3,2005-06,16.70644,194,April,spring
3,2005-06,16.763072,195,April,spring
3,2005-06,21.718372,196,April,spring
3,2005-06,21.09542,197,April,spring
3,2005-06,18.093924,198,April,spring
3,2005-06,16.763072,199,April,spring
3,2005-06,16.168436,200,April,spring
3,2005-06,15.687064,201,April,spring
3,2005-06,15.347272,202,April,spring
3,2005-06,16.310016,203,April,spring
3,2005-06,15.772012,204,April,spring
3,2005-06,14.8659,205,April,spring
3,2005-06,14.497792,206,April,spring
3,2005-06,13.761576,207,April,spring
3,2005-06,13.02536,208,April,spring
3,2005-06,12.855464,209,April,spring
3,2005-06,12.7422,210,April,spring
3,2005-06,13.251888,211,April,spring
3,2005-06,13.251888,212,April,spring
3,2005-06,12.798832,213,May,spring
3,2005-06,12.430724,214,May,spring
3,2005-06,12.204196,215,May,spring
3,2005-06,12.062616,216,May,spring
3,2005-06,12.204196,217,May,spring
3,2005-06,12.515672,218,May,spring
3,2005-06,12.997044,219,May,spring
3,2005-06,13.478416,220,May,spring
3,2005-06,14.01642,221,May,spring
3,2005-06,14.526108,222,May,spring
3,2005-06,15.29064,223,May,spring
3,2005-06,13.4501,224,May,spring
3,2005-06,11.354716,225,May,spring
3,2005-06,10.590184,226,May,spring
3,2005-06,10.448604,227,May,spring
3,2005-06,11.383032,228,May,spring
3,2005-06,26.786936,229,May,spring
3,2005-06,26.305564,230,May,spring
3,2005-06,25.937456,231,May,spring
3,2005-06,26.1923,232,May,spring
3,2005-06,27.18336,233,May,spring
3,2005-06,27.268308,234,May,spring
3,2005-06,31.1476,235,May,spring
3,2005-06,35.67816,236,May,spring
3,2005-06,34.26236,237,May,spring
3,2005-06,30.58128,238,May,spring
3,2005-06,31.1476,239,May,spring
3,2005-06,43.60664,240,May,spring
3,2005-06,39.35924,241,May,spring
3,2005-06,36.24448,242,May,spring
3,2005-06,36.52764,243,May,spring
3,2005-06,31.99708,244,June,summer
3,2005-06,29.16548,245,June,summer
3,2005-06,27.834628,246,June,summer
3,2005-06,27.806312,247,June,summer
3,2005-06,27.6081,248,June,summer
3,2005-06,27.04178,249,June,summer
3,2005-06,26.532092,250,June,summer
3,2005-06,26.022404,251,June,summer
3,2005-06,25.087976,252,June,summer
3,2005-06,21.576792,253,June,summer
3,2005-06,19.198248,254,June,summer
3,2005-06,16.876336,255,June,summer
3,2005-06,16.763072,256,June,summer
3,2005-06,16.225068,257,June,summer
3,2005-06,16.394964,258,June,summer
3,2005-06,16.338332,259,June,summer
3,2005-06,16.083488,260,June,summer
3,2005-06,15.772012,261,June,summer
3,2005-06,15.602116,262,June,summer
3,2005-06,15.43222,263,June,summer
3,2005-06,14.979164,264,June,summer
3,2005-06,13.87484,265,June,summer
3,2005-06,13.280204,266,June,summer
3,2005-06,13.195256,267,June,summer
3,2005-06,12.997044,268,June,summer
3,2005-06,12.855464,269,June,summer
3,2005-06,12.7422,270,June,summer
3,2005-06,12.657252,271,June,summer
3,2005-06,12.572304,272,June,summer
3,2005-06,13.478416,273,June,summer
3,2005-06,13.478416,274,July,summer
3,2005-06,13.365152,275,July,summer
3,2005-06,13.280204,276,July,summer
3,2005-06,13.336836,277,July,summer
3,2005-06,13.535048,278,July,summer
3,2005-06,13.87484,279,July,summer
3,2005-06,13.223572,280,July,summer
3,2005-06,12.770516,281,July,summer
3,2005-06,12.7422,282,July,summer
3,2005-06,12.657252,283,July,summer
3,2005-06,12.60062,284,July,summer
3,2005-06,12.60062,285,July,summer
3,2005-06,12.7422,286,July,summer
3,2005-06,12.487356,287,July,summer
3,2005-06,12.345776,288,July,summer
3,2005-06,12.260828,289,July,summer
3,2005-06,12.204196,290,July,summer
3,2005-06,12.147564,291,July,summer
3,2005-06,11.552928,292,July,summer
3,2005-06,11.241452,293,July,summer
3,2005-06,11.156504,294,July,summer
3,2005-06,11.18482,295,July,summer
3,2005-06,11.099872,296,July,summer
3,2005-06,11.04324,297,July,summer
3,2005-06,10.986608,298,July,summer
3,2005-06,11.46798,299,July,summer
3,2005-06,12.45904,300,July,summer
3,2005-06,11.722824,301,July,summer
3,2005-06,11.128188,302,July,summer
3,2005-06,10.76008,303,July,summer
3,2005-06,10.703448,304,July,summer
3,2005-06,10.561868,305,Aug,summer
3,2005-06,10.561868,306,Aug,summer
3,2005-06,9.570808,307,Aug,summer
3,2005-06,8.862908,308,Aug,summer
3,2005-06,8.834592,309,Aug,summer
3,2005-06,8.749644,310,Aug,summer
3,2005-06,8.693012,311,Aug,summer
3,2005-06,8.098376,312,Aug,summer
3,2005-06,8.07006,313,Aug,summer
3,2005-06,8.07006,314,Aug,summer
3,2005-06,7.956796,315,Aug,summer
3,2005-06,7.871848,316,Aug,summer
3,2005-06,7.871848,317,Aug,summer
3,2005-06,7.871848,318,Aug,summer
3,2005-06,7.843532,319,Aug,summer
3,2005-06,7.758584,320,Aug,summer
3,2005-06,7.701952,321,Aug,summer
3,2005-06,7.7869,322,Aug,summer
3,2005-06,7.758584,323,Aug,summer
3,2005-06,7.701952,324,Aug,summer
3,2005-06,7.701952,325,Aug,summer
3,2005-06,7.701952,326,Aug,summer
3,2005-06,7.701952,327,Aug,summer
3,2005-06,7.701952,328,Aug,summer
3,2005-06,7.673636,329,Aug,summer
3,2005-06,7.588688,330,Aug,summer
3,2005-06,7.560372,331,Aug,summer
3,2005-06,7.50374,332,Aug,summer
3,2005-06,7.532056,333,Aug,summer
3,2005-06,7.701952,334,Aug,summer
3,2005-06,7.50374,335,Aug,summer
3,2005-06,7.447108,336,Sept,fall
3,2005-06,7.36216,337,Sept,fall
3,2005-06,7.305528,338,Sept,fall
3,2005-06,7.305528,339,Sept,fall
3,2005-06,7.305528,340,Sept,fall
3,2005-06,7.305528,341,Sept,fall
3,2005-06,7.305528,342,Sept,fall
3,2005-06,7.305528,343,Sept,fall
3,2005-06,7.305528,344,Sept,fall
3,2005-06,7.277212,345,Sept,fall
3,2005-06,7.22058,346,Sept,fall
3,2005-06,7.163948,347,Sept,fall
3,2005-06,7.135632,348,Sept,fall
3,2005-06,7.956796,349,Sept,fall
3,2005-06,7.390476,350,Sept,fall
3,2005-06,7.333844,351,Sept,fall
3,2005-06,7.192264,352,Sept,fall
3,2005-06,7.333844,353,Sept,fall
3,2005-06,8.239956,354,Sept,fall
3,2005-06,7.588688,355,Sept,fall
3,2005-06,10.675132,356,Sept,fall
3,2005-06,8.77796,357,Sept,fall
3,2005-06,8.041744,358,Sept,fall
3,2005-06,7.7869,359,Sept,fall
3,2005-06,7.871848,360,Sept,fall
3,2005-06,8.098376,361,Sept,fall
3,2005-06,8.07006,362,Sept,fall
3,2005-06,8.07006,363,Sept,fall
3,2005-06,8.041744,364,Sept,fall
3,2005-06,8.041744,365,Sept,fall
4,2006-07,7.985112,1,Oct,fall
4,2006-07,7.900164,2,Oct,fall
4,2006-07,7.900164,3,Oct,fall
4,2006-07,7.815216,4,Oct,fall
4,2006-07,7.92848,5,Oct,fall
4,2006-07,8.041744,6,Oct,fall
4,2006-07,8.947856,7,Oct,fall
4,2006-07,12.005984,8,Oct,fall
4,2006-07,12.147564,9,Oct,fall
4,2006-07,11.581244,10,Oct,fall
4,2006-07,11.581244,11,Oct,fall
4,2006-07,11.524612,12,Oct,fall
4,2006-07,11.128188,13,Oct,fall
4,2006-07,11.156504,14,Oct,fall
4,2006-07,11.496296,15,Oct,fall
4,2006-07,12.17588,16,Oct,fall
4,2006-07,11.694508,17,Oct,fall
4,2006-07,10.90166,18,Oct,fall
4,2006-07,13.421784,19,Oct,fall
4,2006-07,12.17588,20,Oct,fall
4,2006-07,10.788396,21,Oct,fall
4,2006-07,10.646816,22,Oct,fall
4,2006-07,10.505236,23,Oct,fall
4,2006-07,10.222076,24,Oct,fall
4,2006-07,10.703448,25,Oct,fall
4,2006-07,10.307024,26,Oct,fall
4,2006-07,10.561868,27,Oct,fall
4,2006-07,10.47692,28,Oct,fall
4,2006-07,11.779456,29,Oct,fall
4,2006-07,11.269768,30,Oct,fall
4,2006-07,10.816712,31,Oct,fall
4,2006-07,10.646816,32,Nov,fall
4,2006-07,11.18482,33,Nov,fall
4,2006-07,14.073052,34,Nov,fall
4,2006-07,15.85696,35,Nov,fall
4,2006-07,17.017916,36,Nov,fall
4,2006-07,50.9688,37,Nov,fall
4,2006-07,110.14924,38,Nov,fall
4,2006-07,114.96296,39,Nov,fall
4,2006-07,119.49352,40,Nov,fall
4,2006-07,103.63656,41,Nov,fall
4,2006-07,95.70808,42,Nov,fall
4,2006-07,82.1164,43,Nov,fall
4,2006-07,83.24904,44,Nov,fall
4,2006-07,90.32804,45,Nov,fall
4,2006-07,53.51724,46,Nov,fall
4,2006-07,39.07608,47,Nov,fall
4,2006-07,36.8108,48,Nov,fall
4,2006-07,38.2266,49,Nov,fall
4,2006-07,39.6424,50,Nov,fall
4,2006-07,39.6424,51,Nov,fall
4,2006-07,40.20872,52,Nov,fall
4,2006-07,42.19084,53,Nov,fall
4,2006-07,35.67816,54,Nov,fall
4,2006-07,35.11184,55,Nov,fall
4,2006-07,34.26236,56,Nov,fall
4,2006-07,28.88232,57,Nov,fall
4,2006-07,23.615544,58,Nov,fall
4,2006-07,18.12224,59,Nov,fall
4,2006-07,15.658748,60,Nov,fall
4,2006-07,15.828644,61,Nov,fall
4,2006-07,15.262324,62,Dec,winter
4,2006-07,14.809268,63,Dec,winter
4,2006-07,14.526108,64,Dec,winter
4,2006-07,14.412844,65,Dec,winter
4,2006-07,14.526108,66,Dec,winter
4,2006-07,14.186316,67,Dec,winter
4,2006-07,14.922532,68,Dec,winter
4,2006-07,18.462032,69,Dec,winter
4,2006-07,18.660244,70,Dec,winter
4,2006-07,18.858456,71,Dec,winter
4,2006-07,22.426272,72,Dec,winter
4,2006-07,23.530596,73,Dec,winter
4,2006-07,24.606604,74,Dec,winter
4,2006-07,24.125232,75,Dec,winter
4,2006-07,28.03284,76,Dec,winter
4,2006-07,36.8108,77,Dec,winter
4,2006-07,35.11184,78,Dec,winter
4,2006-07,35.67816,79,Dec,winter
4,2006-07,40.77504,80,Dec,winter
4,2006-07,37.09396,81,Dec,winter
4,2006-07,33.9792,82,Dec,winter
4,2006-07,38.79292,83,Dec,winter
4,2006-07,33.41288,84,Dec,winter
4,2006-07,33.12972,85,Dec,winter
4,2006-07,36.8108,86,Dec,winter
4,2006-07,31.99708,87,Dec,winter
4,2006-07,24.21018,88,Dec,winter
4,2006-07,27.268308,89,Dec,winter
4,2006-07,26.75862,90,Dec,winter
4,2006-07,26.447144,91,Dec,winter
4,2006-07,26.107352,92,Dec,winter
4,2006-07,25.20124,93,Jan,winter
4,2006-07,25.4844,94,Jan,winter
4,2006-07,27.834628,95,Jan,winter
4,2006-07,38.79292,96,Jan,winter
4,2006-07,24.408392,97,Jan,winter
4,2006-07,23.07754,98,Jan,winter
4,2006-07,28.117788,99,Jan,winter
4,2006-07,33.12972,100,Jan,winter
4,2006-07,26.220616,101,Jan,winter
4,2006-07,26.33388,102,Jan,winter
4,2006-07,38.50976,103,Jan,winter
4,2006-07,39.6424,104,Jan,winter
4,2006-07,39.92556,105,Jan,winter
4,2006-07,39.92556,106,Jan,winter
4,2006-07,39.92556,107,Jan,winter
4,2006-07,40.20872,108,Jan,winter
4,2006-07,41.62452,109,Jan,winter
4,2006-07,40.20872,110,Jan,winter
4,2006-07,34.54552,111,Jan,winter
4,2006-07,34.54552,112,Jan,winter
4,2006-07,33.69604,113,Jan,winter
4,2006-07,32.84656,114,Jan,winter
4,2006-07,26.1923,115,Jan,winter
4,2006-07,19.1133,116,Jan,winter
4,2006-07,16.225068,117,Jan,winter
4,2006-07,15.71538,118,Jan,winter
4,2006-07,14.526108,119,Jan,winter
4,2006-07,14.186316,120,Jan,winter
4,2006-07,13.789892,121,Jan,winter
4,2006-07,13.4501,122,Jan,winter
4,2006-07,13.223572,123,Jan,winter
4,2006-07,12.997044,124,Feb,winter
4,2006-07,12.827148,125,Feb,winter
4,2006-07,12.628936,126,Feb,winter
4,2006-07,12.657252,127,Feb,winter
4,2006-07,12.60062,128,Feb,winter
4,2006-07,12.572304,129,Feb,winter
4,2006-07,12.487356,130,Feb,winter
4,2006-07,12.572304,131,Feb,winter
4,2006-07,12.487356,132,Feb,winter
4,2006-07,12.374092,133,Feb,winter
4,2006-07,12.60062,134,Feb,winter
4,2006-07,12.657252,135,Feb,winter
4,2006-07,18.490348,136,Feb,winter
4,2006-07,16.253384,137,Feb,winter
4,2006-07,16.111804,138,Feb,winter
4,2006-07,16.678124,139,Feb,winter
4,2006-07,26.277248,140,Feb,winter
4,2006-07,23.983652,141,Feb,winter
4,2006-07,23.389016,142,Feb,winter
4,2006-07,30.29812,143,Feb,winter
4,2006-07,31.43076,144,Feb,winter
4,2006-07,33.69604,145,Feb,winter
4,2006-07,33.41288,146,Feb,winter
4,2006-07,37.66028,147,Feb,winter
